age,income,economic_status,employment,car_avail,bike_avail,pt_abo_avail,dist_group,main_mode,share
,1750 - 2000,,,,,,20000+,bike,0.0008044809758663211
,1750 - 2000,,,,,,20000+,car,0.019074560800266364
,1750 - 2000,,,,,,20000+,pt,0.02186716703903631
,1750 - 2000,,,,,,20000+,ride,0.0028136778939565786
,1750 - 2000,,,,,,20000+,walk,0.00028152030746674965
,2000 - 2500,,,,,,0 - 1000,bike,0.04025304449744068
,2000 - 2500,,,,,,0 - 1000,car,0.010365367816139141
,2000 - 2500,,,,,,0 - 1000,pt,0.0025994583886997254
,2000 - 2500,,,,,,0 - 1000,ride,0.003348439682430436
,2000 - 2500,,,,,,0 - 1000,walk,0.21788409308222853
,2000 - 2500,,,,,,1000 - 2000,bike,0.049260586827739976
,2000 - 2500,,,,,,1000 - 2000,car,0.024261967631044056
,2000 - 2500,,,,,,1000 - 2000,pt,0.01830098385675134
,2000 - 2500,,,,,,1000 - 2000,ride,0.00880331828423104
,2000 - 2500,,,,,,1000 - 2000,walk,0.04701678437238205
,2000 - 2500,,,,,,2000 - 5000,bike,0.06028822476966613
,2000 - 2500,,,,,,2000 - 5000,car,0.05836591742744835
,2000 - 2500,,,,,,2000 - 5000,pt,0.06066994701037781
,2000 - 2500,,,,,,2000 - 5000,ride,0.02220157934116878
,2000 - 2500,,,,,,2000 - 5000,walk,0.010698491614369183
,2000 - 2500,,,,,,5000 - 10000,bike,0.03073210500674366
,2000 - 2500,,,,,,5000 - 10000,car,0.05917289174549352
,2000 - 2500,,,,,,5000 - 10000,pt,0.07839932060046803
,2000 - 2500,,,,,,5000 - 10000,ride,0.013188348238551147
,2000 - 2500,,,,,,5000 - 10000,walk,0.0016996084102899262
,2000 - 2500,,,,,,10000 - 20000,bike,0.006921533119402507
,2000 - 2500,,,,,,10000 - 20000,car,0.04585854781552206
,2000 - 2500,,,,,,10000 - 20000,pt,0.06435247333349488
,2000 - 2500,,,,,,10000 - 20000,ride,0.007795533735237841
,2000 - 2500,,,,,,10000 - 20000,walk,0.00018248587475132598
,2000 - 2500,,,,,,20000+,bike,0.0003792293755623314
,2000 - 2500,,,,,,20000+,car,0.025743302525341343
,2000 - 2500,,,,,,20000+,pt,0.026504168308058844
,2000 - 2500,,,,,,20000+,ride,0.00456915040290868
,2000 - 2500,,,,,,20000+,walk,0.0001830969060568689
,2500 - 3000,,,,,,0 - 1000,bike,0.04213927020273983
,2500 - 3000,,,,,,0 - 1000,car,0.01108847718069159
,2500 - 3000,,,,,,0 - 1000,pt,0.0023170478768812564
,2500 - 3000,,,,,,0 - 1000,ride,0.00522852549278387
,2500 - 3000,,,,,,0 - 1000,walk,0.22247153775233094
,2500 - 3000,,,,,,1000 - 2000,bike,0.048113319420781876
,2500 - 3000,,,,,,1000 - 2000,car,0.024669811830755735
,2500 - 3000,,,,,,1000 - 2000,pt,0.016157864224152853
,2500 - 3000,,,,,,1000 - 2000,ride,0.012279158107353706
,2500 - 3000,,,,,,1000 - 2000,walk,0.04661839921914199
,2500 - 3000,,,,,,2000 - 5000,bike,0.05644547343330205
,2500 - 3000,,,,,,2000 - 5000,car,0.05532918881911431
,2500 - 3000,,,,,,2000 - 5000,pt,0.05837357145774093
,2500 - 3000,,,,,,2000 - 5000,ride,0.023198191756827864
,2500 - 3000,,,,,,2000 - 5000,walk,0.011721155297994461
,2500 - 3000,,,,,,5000 - 10000,bike,0.028691925614191476
,2500 - 3000,,,,,,5000 - 10000,car,0.05671296058132763
,2500 - 3000,,,,,,5000 - 10000,pt,0.07283183869815539
,2500 - 3000,,,,,,5000 - 10000,ride,0.01708400914090134
,2500 - 3000,,,,,,5000 - 10000,walk,0.0011681199556027022
,2500 - 3000,,,,,,10000 - 20000,bike,0.009182418183782489
,2500 - 3000,,,,,,10000 - 20000,car,0.051796194837025376
,2500 - 3000,,,,,,10000 - 20000,pt,0.05961829281751113
,2500 - 3000,,,,,,10000 - 20000,ride,0.010740391746463398
,2500 - 3000,,,,,,10000 - 20000,walk,0.0001306154451264566
,2500 - 3000,,,,,,20000+,bike,0.00036499006542621895
,2500 - 3000,,,,,,20000+,car,0.027776054917494488
,2500 - 3000,,,,,,20000+,pt,0.023065132175631615
,2500 - 3000,,,,,,20000+,ride,0.004429404523217147
,2500 - 3000,,,,,,20000+,walk,0.00025665922555012763
,3000 - 3500,,,,,,0 - 1000,bike,0.037397726683735324
,3000 - 3500,,,,,,0 - 1000,car,0.010613537028159857
,3000 - 3500,,,,,,0 - 1000,pt,0.0015147231398653987
,3000 - 3500,,,,,,0 - 1000,ride,0.001921221505783468
,3000 - 3500,,,,,,0 - 1000,walk,0.19237300120930137
,3000 - 3500,,,,,,1000 - 2000,bike,0.03635691327614044
,3000 - 3500,,,,,,1000 - 2000,car,0.023705229774880092
,3000 - 3500,,,,,,1000 - 2000,pt,0.013898762975177252
,3000 - 3500,,,,,,1000 - 2000,ride,0.00724336404692604
,3000 - 3500,,,,,,1000 - 2000,walk,0.04611039200469096
,3000 - 3500,,,,,,2000 - 5000,bike,0.06331154523358327
,3000 - 3500,,,,,,2000 - 5000,car,0.06237098744827605
,3000 - 3500,,,,,,2000 - 5000,pt,0.06468477967010018
,3000 - 3500,,,,,,2000 - 5000,ride,0.015651310451098216
,3000 - 3500,,,,,,2000 - 5000,walk,0.01235616016244243
,3000 - 3500,,,,,,5000 - 10000,bike,0.031779515404738855
,3000 - 3500,,,,,,5000 - 10000,car,0.06804145686820467
,3000 - 3500,,,,,,5000 - 10000,pt,0.07467480021403287
,3000 - 3500,,,,,,5000 - 10000,ride,0.011252448518920492
,3000 - 3500,,,,,,5000 - 10000,walk,0.0016032030386585582
,3000 - 3500,,,,,,10000 - 20000,bike,0.008897046034642947
,3000 - 3500,,,,,,10000 - 20000,car,0.0631610802593773
,3000 - 3500,,,,,,10000 - 20000,pt,0.06995965370552307
,3000 - 3500,,,,,,10000 - 20000,ride,0.00851648659663236
,3000 - 3500,,,,,,10000 - 20000,walk,0.000591696288892439
,3000 - 3500,,,,,,20000+,bike,0.0006466114822821349
,3000 - 3500,,,,,,20000+,car,0.03733580400926883
,3000 - 3500,,,,,,20000+,pt,0.03021143840051344
,3000 - 3500,,,,,,20000+,ride,0.0035509184546489974
,3000 - 3500,,,,,,20000+,walk,0.00026818611350272405
,3500+,,,,,,0 - 1000,bike,0.020469234889264686
,3500+,,,,,,0 - 1000,car,0.014328644460689776
,3500+,,,,,,0 - 1000,pt,0.0031712330420901203
,3500+,,,,,,0 - 1000,ride,0.001486029593600438
,3500+,,,,,,0 - 1000,walk,0.21871187209894888
,3500+,,,,,,1000 - 2000,bike,0.030583606288161314
,3500+,,,,,,1000 - 2000,car,0.023835516997536135
,3500+,,,,,,1000 - 2000,pt,0.015555039910042399
,3500+,,,,,,1000 - 2000,ride,0.005955237983389556
,3500+,,,,,,1000 - 2000,walk,0.05279982853806908
,3500+,,,,,,2000 - 5000,bike,0.05348652738507025
,3500+,,,,,,2000 - 5000,car,0.06575296339415003
,3500+,,,,,,2000 - 5000,pt,0.06804027516945998
,3500+,,,,,,2000 - 5000,ride,0.011039131321365163
,3500+,,,,,,2000 - 5000,walk,0.014724258601869154
,3500+,,,,,,5000 - 10000,bike,0.03373247508984202
,3500+,,,,,,5000 - 10000,car,0.07059035350550188
,3500+,,,,,,5000 - 10000,pt,0.07795884053005173
,3500+,,,,,,5000 - 10000,ride,0.008300224611391608
,3500+,,,,,,5000 - 10000,walk,0.003028190748653073
,3500+,,,,,,10000 - 20000,bike,0.009848075601373105
,3500+,,,,,,10000 - 20000,car,0.05498536574165147
,3500+,,,,,,10000 - 20000,pt,0.06124539883042809
,3500+,,,,,,10000 - 20000,ride,0.007821801607821397
,3500+,,,,,,10000 - 20000,walk,0.0019328883447145325
,3500+,,,,,,20000+,bike,0.0016468650312715636
,3500+,,,,,,20000+,car,0.03782396098622544
,3500+,,,,,,20000+,pt,0.027287689778459395
,3500+,,,,,,20000+,ride,0.003781853445768384
,3500+,,,,,,20000+,walk,7.661647313926861e-05
,,very_low,,,,,0 - 1000,bike,0.03813045180646777
,,very_low,,,,,0 - 1000,car,0.006691868943387262
,,very_low,,,,,0 - 1000,pt,0.007269302469339181
,,very_low,,,,,0 - 1000,ride,0.003164566814948974
,,very_low,,,,,0 - 1000,walk,0.23987278703445922
,,very_low,,,,,1000 - 2000,bike,0.047579660883196644
,,very_low,,,,,1000 - 2000,car,0.017016247210437922
,,very_low,,,,,1000 - 2000,pt,0.03036013474595061
,,very_low,,,,,1000 - 2000,ride,0.010321653577508616
,,very_low,,,,,1000 - 2000,walk,0.06615264829130892
,,very_low,,,,,2000 - 5000,bike,0.05379765332387398
,,very_low,,,,,2000 - 5000,car,0.03417135585900146
,,very_low,,,,,2000 - 5000,pt,0.09398133960614594
,,very_low,,,,,2000 - 5000,ride,0.018219199534242187
,,very_low,,,,,2000 - 5000,walk,0.017590159443781037
,,very_low,,,,,5000 - 10000,bike,0.02310684529295933
,,very_low,,,,,5000 - 10000,car,0.027578557032628057
,,very_low,,,,,5000 - 10000,pt,0.10588103579482967
,,very_low,,,,,5000 - 10000,ride,0.012536883941898818
,,very_low,,,,,5000 - 10000,walk,0.0015143048523857908
,,very_low,,,,,10000 - 20000,bike,0.004454567564456598
,,very_low,,,,,10000 - 20000,car,0.020934931844901184
,,very_low,,,,,10000 - 20000,pt,0.07294203097238142
,,very_low,,,,,10000 - 20000,ride,0.005436283936935115
,,very_low,,,,,10000 - 20000,walk,0.0011075637216564317
,,very_low,,,,,20000+,bike,0.0004505875721762318
,,very_low,,,,,20000+,car,0.009984689704489002
,,very_low,,,,,20000+,pt,0.02572174936232385
,,very_low,,,,,20000+,ride,0.003989717598039397
,,very_low,,,,,20000+,walk,4.122126388939013e-05
,,low,,,,,0 - 1000,bike,0.039586736782362894
,,low,,,,,0 - 1000,car,0.00850243079498816
,,low,,,,,0 - 1000,pt,0.004683935316637207
,,low,,,,,0 - 1000,ride,0.003231468750726501
,,low,,,,,0 - 1000,walk,0.24864380266164612
,,low,,,,,1000 - 2000,bike,0.04990378458779634
,,low,,,,,1000 - 2000,car,0.019138604567693174
,,low,,,,,1000 - 2000,pt,0.025899455490341155
,,low,,,,,1000 - 2000,ride,0.008797835772237573
,,low,,,,,1000 - 2000,walk,0.052304568119608465
,,low,,,,,2000 - 5000,bike,0.05269947099403209
,,low,,,,,2000 - 5000,car,0.04184259862279087
,,low,,,,,2000 - 5000,pt,0.08586785682081444
,,low,,,,,2000 - 5000,ride,0.016985122653268916
,,low,,,,,2000 - 5000,walk,0.015862731715209157
,,low,,,,,5000 - 10000,bike,0.02279720569581972
,,low,,,,,5000 - 10000,car,0.04402919083271671
,,low,,,,,5000 - 10000,pt,0.09284499134229128
,,low,,,,,5000 - 10000,ride,0.012316759633117222
,,low,,,,,5000 - 10000,walk,0.0014078575396031853
,,low,,,,,10000 - 20000,bike,0.006130540037564134
,,low,,,,,10000 - 20000,car,0.031290247740209845
,,low,,,,,10000 - 20000,pt,0.06531828853787297
,,low,,,,,10000 - 20000,ride,0.007086544308170961
,,low,,,,,10000 - 20000,walk,0.0004052756037531002
,,low,,,,,20000+,bike,0.0006135895327914843
,,low,,,,,20000+,car,0.013586342403791777
,,low,,,,,20000+,pt,0.024613430695571
,,low,,,,,20000+,ride,0.0032550937468022196
,,low,,,,,20000+,walk,0.00035423869977142493
,,medium,,,,,0 - 1000,bike,0.039203134466044044
,,medium,,,,,0 - 1000,car,0.011112180362201633
,,medium,,,,,0 - 1000,pt,0.0035000295034531607
,,medium,,,,,0 - 1000,ride,0.004131035379376516
,,medium,,,,,0 - 1000,walk,0.23468642240567197
,,medium,,,,,1000 - 2000,bike,0.0453444730600384
,,medium,,,,,1000 - 2000,car,0.025934603857169246
,,medium,,,,,1000 - 2000,pt,0.019130408111588164
,,medium,,,,,1000 - 2000,ride,0.01007893290556254
,,medium,,,,,1000 - 2000,walk,0.05357165938208553
,,medium,,,,,2000 - 5000,bike,0.05441288084495032
,,medium,,,,,2000 - 5000,car,0.05466158166824837
,,medium,,,,,2000 - 5000,pt,0.06548381299725833
,,medium,,,,,2000 - 5000,ride,0.019163190189263993
,,medium,,,,,2000 - 5000,walk,0.013032562964064324
,,medium,,,,,5000 - 10000,bike,0.02553408619770401
,,medium,,,,,5000 - 10000,car,0.0567664982782626
,,medium,,,,,5000 - 10000,pt,0.07999453797018745
,,medium,,,,,5000 - 10000,ride,0.014628926653191645
,,medium,,,,,5000 - 10000,walk,0.0017471534149163899
,,medium,,,,,10000 - 20000,bike,0.0066153758558856685
,,medium,,,,,10000 - 20000,car,0.040816450700772416
,,medium,,,,,10000 - 20000,pt,0.06221968506386477
,,medium,,,,,10000 - 20000,ride,0.007243842162004117
,,medium,,,,,10000 - 20000,walk,0.00040476649495291435
,,medium,,,,,20000+,bike,0.000650885682908455
,,medium,,,,,20000+,car,0.021711825128565954
,,medium,,,,,20000+,pt,0.024105572847425125
,,medium,,,,,20000+,ride,0.003956317120161029
,,medium,,,,,20000+,walk,0.00015716833222059994
,,high,,,,,0 - 1000,bike,0.04223706614182922
,,high,,,,,0 - 1000,car,0.009878216714149275
,,high,,,,,0 - 1000,pt,0.0021184400397001014
,,high,,,,,0 - 1000,ride,0.002927114241358867
,,high,,,,,0 - 1000,walk,0.20877595657058784
,,high,,,,,1000 - 2000,bike,0.046541706424820806
,,high,,,,,1000 - 2000,car,0.0225974360251861
,,high,,,,,1000 - 2000,pt,0.016506890182356303
,,high,,,,,1000 - 2000,ride,0.009366581450699206
,,high,,,,,1000 - 2000,walk,0.04715107160098931
,,high,,,,,2000 - 5000,bike,0.06337644315755303
,,high,,,,,2000 - 5000,car,0.05646590171332672
,,high,,,,,2000 - 5000,pt,0.06359099692390634
,,high,,,,,2000 - 5000,ride,0.020217005568645353
,,high,,,,,2000 - 5000,walk,0.012485294878600346
,,high,,,,,5000 - 10000,bike,0.03252053587460768
,,high,,,,,5000 - 10000,car,0.05560116193543115
,,high,,,,,5000 - 10000,pt,0.07801192862184425
,,high,,,,,5000 - 10000,ride,0.013554097427721222
,,high,,,,,5000 - 10000,walk,0.0008910778830661043
,,high,,,,,10000 - 20000,bike,0.00890741827276432
,,high,,,,,10000 - 20000,car,0.05128557928825398
,,high,,,,,10000 - 20000,pt,0.06467807532292105
,,high,,,,,10000 - 20000,ride,0.009736975555502831
,,high,,,,,10000 - 20000,walk,0.00029813368204055447
,,high,,,,,20000+,bike,0.00040687483720750736
,,high,,,,,20000+,car,0.03042104081387255
,,high,,,,,20000+,pt,0.024929914534014105
,,high,,,,,20000+,ride,0.004201618693510228
,,high,,,,,20000+,walk,0.00031944562353370163
,,very_high,,,,,0 - 1000,bike,0.0392760188243587
,,very_high,,,,,0 - 1000,car,0.012465100635435883
,,very_high,,,,,0 - 1000,pt,0.002004891842029398
,,very_high,,,,,0 - 1000,ride,0.0061407315818195985
,,very_high,,,,,0 - 1000,walk,0.2163345456452392
,,very_high,,,,,1000 - 2000,bike,0.04894075506111874
,,very_high,,,,,1000 - 2000,car,0.026407295271137426
,,very_high,,,,,1000 - 2000,pt,0.013594338647567301
,,very_high,,,,,1000 - 2000,ride,0.014715878951400314
,,very_high,,,,,1000 - 2000,walk,0.046049981870346104
,,very_high,,,,,2000 - 5000,bike,0.05317577192902264
,,very_high,,,,,2000 - 5000,car,0.0605590522022545
,,very_high,,,,,2000 - 5000,pt,0.05833699458541453
,,very_high,,,,,2000 - 5000,ride,0.026260179726799768
,,very_high,,,,,2000 - 5000,walk,0.01020383942791614
,,very_high,,,,,5000 - 10000,bike,0.028198523779486832
,,very_high,,,,,5000 - 10000,car,0.06307473878192921
,,very_high,,,,,5000 - 10000,pt,0.06402588000119643
,,very_high,,,,,5000 - 10000,ride,0.016460584099642975
,,very_high,,,,,5000 - 10000,walk,0.0023740840598505406
,,very_high,,,,,10000 - 20000,bike,0.008774051173256067
,,very_high,,,,,10000 - 20000,car,0.053683942934714964
,,very_high,,,,,10000 - 20000,pt,0.056850306922023794
,,very_high,,,,,10000 - 20000,ride,0.009603598294513254
,,very_high,,,,,10000 - 20000,walk,0.0011336003387396316
,,very_high,,,,,20000+,bike,0.0013978348024786876
,,very_high,,,,,20000+,car,0.02959733803673499
,,very_high,,,,,20000+,pt,0.026059157970603774
,,very_high,,,,,20000+,ride,0.004259418721701681
,,very_high,,,,,20000+,walk,4.156388126690414e-05
,,,child,,,,0 - 1000,bike,0.08797447704562544
,,,child,,,,0 - 1000,car,6.201632379149975e-05
,,,child,,,,0 - 1000,pt,0.0024803584947749153
,,,child,,,,0 - 1000,ride,0.022491490648019048
,,,child,,,,0 - 1000,walk,0.34497127297047747
,,,child,,,,1000 - 2000,bike,0.07427123298204033
,,,child,,,,1000 - 2000,car,8.634641491562534e-05
,,,child,,,,1000 - 2000,pt,0.024748734059472668
,,,child,,,,1000 - 2000,ride,0.05920313740289035
,,,child,,,,1000 - 2000,walk,0.08264286445303023
,,,child,,,,2000 - 5000,bike,0.040113313236642925
,,,child,,,,2000 - 5000,car,0.0
,,,child,,,,2000 - 5000,pt,0.04788791080274093
,,,child,,,,2000 - 5000,ride,0.08746818283628316
,,,child,,,,2000 - 5000,walk,0.01079786692437333
,,,child,,,,5000 - 10000,bike,0.004805099180886954
,,,child,,,,5000 - 10000,car,0.0
,,,child,,,,5000 - 10000,pt,0.02483365972541551
,,,child,,,,5000 - 10000,ride,0.04367184908604869
,,,child,,,,5000 - 10000,walk,0.0012955063068117055
,,,child,,,,10000 - 20000,bike,0.0
,,,child,,,,10000 - 20000,car,0.0
,,,child,,,,10000 - 20000,pt,0.006359525422654798
,,,child,,,,10000 - 20000,ride,0.022509064689085725
,,,child,,,,10000 - 20000,walk,0.0005490547723028881
,,,child,,,,20000+,bike,0.0
,,,child,,,,20000+,car,0.0
,,,child,,,,20000+,pt,0.003692397229544375
,,,child,,,,20000+,ride,0.006852048186314848
,,,child,,,,20000+,walk,0.00023259080585655162
,,,homemaker,,,,0 - 1000,bike,0.033151806966215495
,,,homemaker,,,,0 - 1000,car,0.017096887825047154
,,,homemaker,,,,0 - 1000,pt,0.00741600650756041
,,,homemaker,,,,0 - 1000,ride,0.003227524589354174
,,,homemaker,,,,0 - 1000,walk,0.2885201729519205
,,,homemaker,,,,1000 - 2000,bike,0.059202386584587534
,,,homemaker,,,,1000 - 2000,car,0.04025033806294192
,,,homemaker,,,,1000 - 2000,pt,0.0273866228320414
,,,homemaker,,,,1000 - 2000,ride,0.006330981798157926
,,,homemaker,,,,1000 - 2000,walk,0.07860929727267789
,,,homemaker,,,,2000 - 5000,bike,0.04046916174769916
,,,homemaker,,,,2000 - 5000,car,0.09370896621243806
,,,homemaker,,,,2000 - 5000,pt,0.06043872284166353
,,,homemaker,,,,2000 - 5000,ride,0.01865689653854778
,,,homemaker,,,,2000 - 5000,walk,0.022329877577321945
,,,homemaker,,,,5000 - 10000,bike,0.01007054931926354
,,,homemaker,,,,5000 - 10000,car,0.0517419983300954
,,,homemaker,,,,5000 - 10000,pt,0.03961389187595275
,,,homemaker,,,,5000 - 10000,ride,0.010868096212678242
,,,homemaker,,,,5000 - 10000,walk,0.001119555974530009
,,,homemaker,,,,10000 - 20000,bike,0.0013630691808948023
,,,homemaker,,,,10000 - 20000,car,0.03297441162678622
,,,homemaker,,,,10000 - 20000,pt,0.02062081117537517
,,,homemaker,,,,10000 - 20000,ride,0.011126178544959902
,,,homemaker,,,,10000 - 20000,walk,0.00036647317815220574
,,,homemaker,,,,20000+,bike,0.0
,,,homemaker,,,,20000+,car,0.009155831126737714
,,,homemaker,,,,20000+,pt,0.012519960684027233
,,,homemaker,,,,20000+,ride,0.0008732491830433166
,,,homemaker,,,,20000+,walk,0.0007902732793286338
,,,retiree,,,,0 - 1000,bike,0.02803433594931146
,,,retiree,,,,0 - 1000,car,0.015941591246107053
,,,retiree,,,,0 - 1000,pt,0.008575659044152376
,,,retiree,,,,0 - 1000,ride,0.004703006319317826
,,,retiree,,,,0 - 1000,walk,0.2846270602599153
,,,retiree,,,,1000 - 2000,bike,0.028632402921317548
,,,retiree,,,,1000 - 2000,car,0.03832910463414241
,,,retiree,,,,1000 - 2000,pt,0.032952941858310617
,,,retiree,,,,1000 - 2000,ride,0.01168231876013348
,,,retiree,,,,1000 - 2000,walk,0.06888892277570885
,,,retiree,,,,2000 - 5000,bike,0.024130989117319465
,,,retiree,,,,2000 - 5000,car,0.08303426111525544
,,,retiree,,,,2000 - 5000,pt,0.06608361005813324
,,,retiree,,,,2000 - 5000,ride,0.022716231901212754
,,,retiree,,,,2000 - 5000,walk,0.019871262845775835
,,,retiree,,,,5000 - 10000,bike,0.006523730886384607
,,,retiree,,,,5000 - 10000,car,0.06094744140940063
,,,retiree,,,,5000 - 10000,pt,0.053010003113323496
,,,retiree,,,,5000 - 10000,ride,0.017547687886227004
,,,retiree,,,,5000 - 10000,walk,0.0021268832316059514
,,,retiree,,,,10000 - 20000,bike,0.0027508467688472844
,,,retiree,,,,10000 - 20000,car,0.033492350519474676
,,,retiree,,,,10000 - 20000,pt,0.03546978470611497
,,,retiree,,,,10000 - 20000,ride,0.011801193617084637
,,,retiree,,,,10000 - 20000,walk,0.0008557046894452218
,,,retiree,,,,20000+,bike,0.00023940434380408774
,,,retiree,,,,20000+,car,0.017904493427535573
,,,retiree,,,,20000+,pt,0.012123209640667017
,,,retiree,,,,20000+,ride,0.006940672029918143
,,,retiree,,,,20000+,walk,6.289492405314406e-05
,,,unemployed,,,,0 - 1000,bike,0.028473036460034625
,,,unemployed,,,,0 - 1000,car,0.01206763565093488
,,,unemployed,,,,0 - 1000,pt,0.0066246780260138475
,,,unemployed,,,,0 - 1000,ride,0.0002788219068772566
,,,unemployed,,,,0 - 1000,walk,0.2900101906591626
,,,unemployed,,,,1000 - 2000,bike,0.06262667569850242
,,,unemployed,,,,1000 - 2000,car,0.028896506543494183
,,,unemployed,,,,1000 - 2000,pt,0.02660096577041169
,,,unemployed,,,,1000 - 2000,ride,0.004606811635231683
,,,unemployed,,,,1000 - 2000,walk,0.06174361569499453
,,,unemployed,,,,2000 - 5000,bike,0.049515654255582325
,,,unemployed,,,,2000 - 5000,car,0.039677051190551225
,,,unemployed,,,,2000 - 5000,pt,0.074237083423941
,,,unemployed,,,,2000 - 5000,ride,0.006255362566946953
,,,unemployed,,,,2000 - 5000,walk,0.029885632074737396
,,,unemployed,,,,5000 - 10000,bike,0.0253519458398073
,,,unemployed,,,,5000 - 10000,car,0.03422879715974879
,,,unemployed,,,,5000 - 10000,pt,0.08366977505423692
,,,unemployed,,,,5000 - 10000,ride,0.005622178708513779
,,,unemployed,,,,5000 - 10000,walk,0.0
,,,unemployed,,,,10000 - 20000,bike,0.00417328864141108
,,,unemployed,,,,10000 - 20000,car,0.013674574163855544
,,,unemployed,,,,10000 - 20000,pt,0.0734624973685337
,,,unemployed,,,,10000 - 20000,ride,0.0060156277308030595
,,,unemployed,,,,10000 - 20000,walk,0.003155252756840654
,,,unemployed,,,,20000+,bike,0.0
,,,unemployed,,,,20000+,car,0.007882285969591084
,,,unemployed,,,,20000+,pt,0.020180847789405588
,,,unemployed,,,,20000+,ride,0.0010832072598357227
,,,unemployed,,,,20000+,walk,0.0
,,,school,,,,0 - 1000,bike,0.0619376780579444
,,,school,,,,0 - 1000,car,0.00018646363364950395
,,,school,,,,0 - 1000,pt,0.0036144502125357576
,,,school,,,,0 - 1000,ride,0.009476152922497092
,,,school,,,,0 - 1000,walk,0.23637839402380614
,,,school,,,,1000 - 2000,bike,0.09030920523969665
,,,school,,,,1000 - 2000,car,0.0006203364901544102
,,,school,,,,1000 - 2000,pt,0.02679399804666396
,,,school,,,,1000 - 2000,ride,0.02798996132264418
,,,school,,,,1000 - 2000,walk,0.051908607065914554
,,,school,,,,2000 - 5000,bike,0.0802477950696995
,,,school,,,,2000 - 5000,car,0.0022886729071440455
,,,school,,,,2000 - 5000,pt,0.13269861709274064
,,,school,,,,2000 - 5000,ride,0.056685545379448206
,,,school,,,,2000 - 5000,walk,0.006499265127616391
,,,school,,,,5000 - 10000,bike,0.009360364028456122
,,,school,,,,5000 - 10000,car,0.0016790952562727782
,,,school,,,,5000 - 10000,pt,0.10277327099819801
,,,school,,,,5000 - 10000,ride,0.035425118596691396
,,,school,,,,5000 - 10000,walk,0.00038678535209195385
,,,school,,,,10000 - 20000,bike,0.0005980589328777765
,,,school,,,,10000 - 20000,car,0.00132075569093999
,,,school,,,,10000 - 20000,pt,0.03797995833954222
,,,school,,,,10000 - 20000,ride,0.010978356237460405
,,,school,,,,10000 - 20000,walk,0.00017780241335867242
,,,school,,,,20000+,bike,0.00022130407576553514
,,,school,,,,20000+,car,0.0003848559121911246
,,,school,,,,20000+,pt,0.006654790004719217
,,,school,,,,20000+,ride,0.004025326946849407
,,,school,,,,20000+,walk,0.0003990146224299257
,,,student,,,,0 - 1000,bike,0.02356220023873468
,,,student,,,,0 - 1000,car,0.004368932828123815
,,,student,,,,0 - 1000,pt,0.0037978777376658055
,,,student,,,,0 - 1000,ride,0.001523895793406923
,,,student,,,,0 - 1000,walk,0.17076517686042786
,,,student,,,,1000 - 2000,bike,0.03738080250314786
,,,student,,,,1000 - 2000,car,0.007682269194679312
,,,student,,,,1000 - 2000,pt,0.02217394556697622
,,,student,,,,1000 - 2000,ride,0.0026565452052639033
,,,student,,,,1000 - 2000,walk,0.0545770671484238
,,,student,,,,2000 - 5000,bike,0.06432907652809451
,,,student,,,,2000 - 5000,car,0.019100392334253705
,,,student,,,,2000 - 5000,pt,0.11217963558936651
,,,student,,,,2000 - 5000,ride,0.009152359825369636
,,,student,,,,2000 - 5000,walk,0.01642894417545653
,,,student,,,,5000 - 10000,bike,0.03403760366604839
,,,student,,,,5000 - 10000,car,0.022849192327934077
,,,student,,,,5000 - 10000,pt,0.1641983623123737
,,,student,,,,5000 - 10000,ride,0.006876201166208598
,,,student,,,,5000 - 10000,walk,0.001068722058597145
,,,student,,,,10000 - 20000,bike,0.006446614720123388
,,,student,,,,10000 - 20000,car,0.01861014858339467
,,,student,,,,10000 - 20000,pt,0.1186036950293715
,,,student,,,,10000 - 20000,ride,0.005896199856583919
,,,student,,,,10000 - 20000,walk,0.00035154920720382153
,,,student,,,,20000+,bike,0.0006766977939909812
,,,student,,,,20000+,car,0.013921636477701456
,,,student,,,,20000+,pt,0.051929004231407894
,,,student,,,,20000+,ride,0.004855251039669398
,,,student,,,,20000+,walk,0.0
,,,trainee,,,,0 - 1000,bike,0.012521503764836246
,,,trainee,,,,0 - 1000,car,0.007298356193634069
,,,trainee,,,,0 - 1000,pt,0.0016668796511095385
,,,trainee,,,,0 - 1000,ride,0.0030825771686377942
,,,trainee,,,,0 - 1000,walk,0.16500369285009003
,,,trainee,,,,1000 - 2000,bike,0.01779794495007991
,,,trainee,,,,1000 - 2000,car,0.003149993006655295
,,,trainee,,,,1000 - 2000,pt,0.02268559042076619
,,,trainee,,,,1000 - 2000,ride,0.0040664047997533695
,,,trainee,,,,1000 - 2000,walk,0.03960900446868207
,,,trainee,,,,2000 - 5000,bike,0.026071327681647948
,,,trainee,,,,2000 - 5000,car,0.03644433692867858
,,,trainee,,,,2000 - 5000,pt,0.08960321544062727
,,,trainee,,,,2000 - 5000,ride,0.009613160445992438
,,,trainee,,,,2000 - 5000,walk,0.004017733129450831
,,,trainee,,,,5000 - 10000,bike,0.013474805871587335
,,,trainee,,,,5000 - 10000,car,0.040396871970504115
,,,trainee,,,,5000 - 10000,pt,0.15447499374463067
,,,trainee,,,,5000 - 10000,ride,0.015751740222842803
,,,trainee,,,,5000 - 10000,walk,0.0027646110583024472
,,,trainee,,,,10000 - 20000,bike,0.003591734235218891
